id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
62612,ford,Ford Fiesta,blue,04/2015,2015,8490,44,60,Manual,Petrol,"5,2 l/100 km",122 g/km,90000.0,1.25 Trend
62528,ford,Ford Focus,blue,06/2015,2015,12950,88,120,Automatic,Diesel,"4,2 l/100 km",109 g/km,49000.0,"1,5TDCi Aut. org.49'Km S/S PowerShift 1.Hd"
4927,audi,Audi A3,black,04/2010,2010,5990,92,125,Manual,Petrol,"5,7 l/100 km",135 g/km,195000.0,1.4 TFSI Ambition Tüv neu
27506,bmw,BMW 120,red,05/2009,2009,10390,130,177,Automatic,Diesel,"6,3 l/100 km",166 g/km,120407.0,Baureihe 1 Cabrio 120d Automatik Leder GARANTIE
70723,ford,Ford Transit Connect,white,09/2019,2019,18490,88,120,Manual,Diesel,"4,7 l/100 km",122 g/km,87552.0,Klima lang
45501,citroen,Citroen C3,red,09/2019,2019,15900,81,110,Automatic,Petrol,"5,7 l/100 km",131 g/km,49953.0,Aircross Shine SITZH NAVI Klima Kamera
27813,bmw,BMW 120,black,11/2009,2009,7000,130,177,Automatic,Diesel,"5,5 l/100 km",145 g/km,208772.0,120d Cabrio Aut.
91594,kia,Kia Ceed / cee'd,silver,11/2021,2021,24888,100,136,Automatic,Diesel,4 l/100 km,106 g/km,13450.0,"Ceed 1.6 CRDi DCT""Spirit""-LED-NAVI-DAB-Kamera"
43695,citroen,Citroen C4 Picasso,grey,04/2008,2008,1550,80,109,Automatic,Diesel,"5,1 l/100 km",- (g/km),243085.0,1.6 HDi FAP EGS6 Exclusive
64667,ford,Ford S-Max,white,02/2016,2016,14290,110,150,Automatic,Diesel,"5,2 l/100 km",134 g/km,180000.0,Titanium*AUTOMATIK*VOLLAUSSTATTUNG*7-SITZE
36673,bmw,BMW 320,black,07/2017,2017,20900,140,190,Automatic,Diesel,"4,1 l/100 km",140 g/km,108345.0,320d Sport Line *NAVI*PDC*LED*ALU*
50496,dacia,Dacia Duster,grey,05/2023,2023,25090,110,150,Automatic,Petrol,"6,2 l/100 km",141 g/km,1999.0,Extreme TCe 150 EDC NAVI SHZ PDC
24230,bmw,BMW 320,black,08/2002,2002,9990,125,170,Manual,Petrol,"8,9 l/100 km",213 g/km,158583.0,Ci *M Clubsport*Coupe*Schalter*Xenon*Sammler
12418,audi,Audi A6,silver,08/2016,2016,32950,200,272,Automatic,Diesel,"5,1 l/100 km",- (g/km),95000.0,3.0 TDI quattro S tronic
35042,bmw,BMW 740,black,12/2016,2016,31480,240,326,Automatic,Petrol,"6,6 l/100 km",156 g/km,156700.0,i Laser HeadUp DisplayK 360K DrivingAs+ Voll!
71295,ford,Ford Kuga,grey,05/2020,2020,23690,110,150,Manual,Petrol,"5,5 l/100 km",1.020 g/km,36095.0,Titanium 150PS 1.5 EcoBoost Klima/Navigation/Rückf
45676,citroen,Citroen C1,white,05/2019,2019,9350,53,72,Manual,Petrol,"5,2 l/100 km",117 g/km,43420.0,VTi 72 *MUSKETIER*
71028,ford,Ford Focus,blue,03/2020,2020,30880,206,280,Manual,Petrol,"7,9 l/100 km",179 g/km,32200.0,ST ACC + B&O + adapt. LED
56452,fiat,Fiat 500e,red,10/2022,2022,31190,87,118,Automatic,Electric,,329 km Reichweite,99.0,RED 42kWh LED WINTERPAK KAMERA NAVI KEYLESS
62288,ford,Ford Transit Custom,silver,10/2014,2014,18950,114,155,Manual,Diesel,"6,5 l/100 km",172 g/km,149900.0,310 L1 *KLIMA*Kamera*9-Sitzer*
85276,jaguar,Jaguar E-Pace,grey,03/2020,2020,32880,132,179,Automatic,Diesel,6 l/100 km,158 g/km,88700.0,D180 AWD Aut. S | Pano | Toter-Winkel
10866,audi,Audi A4,silver,07/2015,2015,17500,110,150,Manual,Diesel,"4,6 l/100 km",- (g/km),119000.0,A4 Avant 2.0 TDI DPF clean diesel S line Sportpake
30684,bmw,BMW 335,silver,01/2012,2012,10000,225,306,Automatic,Petrol,"9,2 l/100 km",217 g/km,197000.0,i Coupe Edition DKG M Sport M Performance
52133,ferrari,Ferrari 599,black,04/2010,2010,199000,456,620,Automatic,Petrol,"21,3 l/100 km",490 g/km,40000.0,GTB seltener HGTE ab Werk
71725,ford,Ford Focus,red,11/2020,2020,20580,110,150,Automatic,Diesel,"4,3 l/100 km",112 g/km,74666.0,Turnier 2.0 EcoBlue Start-Stopp-System Aut.
95114,land-rover,Land Rover Range Rover Velar,brown,05/2019,2019,53400,221,300,Automatic,Petrol,"8,3 l/100 km",189 g/km,54642.0,2.0 R-Dynamic SE
96472,land-rover,Land Rover Discovery Sport,grey,08/2022,2022,48995,150,204,Automatic,Diesel,"5,4 l/100 km",144 g/km,23998.0,D200 AWD R-Dynamic S - Panorama
39447,bmw,BMW X3,black,07/2019,2019,42500,185,252,Automatic,Petrol,"7,2 l/100 km",164 g/km,36795.0,xDrive30i xLine Panoramad.RFK HUD 20 Zoll
55743,fiat,Fiat Doblo,grey,10/2021,2021,16990,88,120,Manual,Diesel,"6,1 l/100 km",160 g/km,28948.0,Kombi Trekking SX 1.6 / Heckklappe
58400,ford,Ford Focus,black,05/2006,2006,1999,92,125,Manual,Ethanol,,- (g/km),220000.0,Ford Focus turnier 2
20480,audi,Audi Q3,orange,06/2021,2021,43950,147,200,Automatic,Diesel,"5,2 l/100 km",137 g/km,14946.0,Sportback 40 TDI quattro S line S-tronic *Matrix *
22398,audi,Audi Q5,black,01/2023,2023,51910,150,204,Automatic,Hybrid,"6,6 l/100 km",150 g/km,5.0,Sportback 40TFSI 4*J.Gar/Matrix/Leder/el.Klappe
6510,audi,Audi A3,grey,12/2012,2012,7600,77,105,Manual,Diesel,"3,8 l/100 km",99 g/km,207124.0,1.6 TDI Sportback Ambition
37604,bmw,BMW 840,brown,09/2018,2018,68900,235,320,Automatic,Diesel,"7,2 l/100 km",189 g/km,55400.0,840d xDrive
41079,bmw,BMW 530,white,03/2020,2020,30850,195,265,Automatic,Diesel,"5,6 l/100 km",- (g/km),67525.0,Touring d xDrive M Sport 20 Zoll LM*ACC*DAP
8376,audi,Audi SQ5,blue,11/2014,2014,21950,230,313,Automatic,Diesel,"6,8 l/100 km",180 g/km,230000.0,"3.0 TDI quattro Standheizung Navi+ 20"""
63100,ford,Ford Kuga,black,07/2015,2015,14999,110,150,Manual,Diesel,"5,2 l/100 km",138 g/km,139000.0,Individual 4WD AHK*RFK*NAVI*TLEDER*BIXENON
99348,mazda,Mazda CX-5,black,12/2018,2018,22476,135,184,Manual,Diesel,"5,2 l/100 km",138 g/km,61230.0,2.2 AWD Sports-Line HeadUp+Navi+Matrix
15633,audi,Audi A6,black,10/2018,2018,39970,210,286,Automatic,Diesel,"7,6 l/100 km",200 g/km,53170.0,50 TDI quattro tiptro sport S-LINE+B&O+NAVI+LED
25118,bmw,BMW 320,grey,10/2005,2005,4400,125,170,Manual,Petrol,"7,4 l/100 km",- (g/km),225000.0,320i
17202,audi,Audi SQ2,red,08/2019,2019,30900,221,300,Automatic,Petrol,7 l/100 km,- (g/km),59000.0,SQ2 TFSI quattro S tronic
15751,audi,Audi A4,black,01/2018,2018,29999,185,252,Automatic,Petrol,"6,5 l/100 km",- (g/km),52400.0,A4 Avant 2.0 TFSI quattro S tronic
13666,audi,Audi RS3,red,01/2017,2017,37388,294,400,Automatic,Petrol,"8,3 l/100 km",188 g/km,97500.0,RS3 Limousine Pano MagnR B&O 19Z SideA Kam
12885,audi,Audi A4,blue,12/2017,2017,20400,140,190,Manual,Diesel,"4,6 l/100 km",121 g/km,118000.0,"Avant Design,S-Line,Scheinwerfer LED,MMI NAVI"
49583,dacia,Dacia Sandero,blue,03/2020,2020,10990,70,95,Manual,Diesel,"3,9 l/100 km",104 g/km,105100.0,II Stepway Prestige Sitzheizung/AHK/....
93861,lamborghini,Lamborghini Huracan,blue,05/2022,2022,309640,471,640,Automatic,Petrol,,- (g/km),2990.0,EVO Coupé | Lamborghini Nürnberg
85211,jaguar,Jaguar F-Type,white,06/2019,2019,37500,250,340,Automatic,Petrol,"9,8 l/100 km",224 g/km,29421.0,Klappenauspuff DAB Xenon el. Sitze uvm.
68030,ford,Ford Focus,silver,12/2018,2018,16990,92,125,Manual,Petrol,"4,8 l/100 km",114 g/km,65200.0,Turnier COOL & CONNECT NAVI WinterPaket CAM PDC
64099,ford,Ford Focus,red,07/2016,2016,9000,74,101,Manual,Petrol,"4,6 l/100 km",105 g/km,110000.0,Ambiente Lim. (CEW)
31259,bmw,BMW 550,grey,10/2013,2013,21800,280,381,Automatic,Diesel,"6,3 l/100 km",167 g/km,198000.0,M d xDrive Touring (F11)
17758,audi,Audi SQ5,black,09/2019,2019,56870,255,347,Automatic,Diesel,"8,5 l/100 km",223 g/km,62840.0,+LUFT+PANO+MATRIX+NAVI+HU+B & O+
65069,ford,Ford Transit,blue,07/2017,2017,18950,125,170,Manual,Diesel,,- (g/km),114822.0,Kasten 350 L3 Trend *R.-Kamera*
93382,lada,Lada Nova,grey,07/1996,1996,1999,62,84,Manual,Petrol,"9,4 l/100 km",234 g/km,40000.0,2107 1.7 i Classic ohne TÜV
12483,audi,Audi A3,silver,10/2016,2016,17500,110,150,Manual,Diesel,"4,4 l/100 km",111 g/km,91200.0,Sportback 2.0 TDI sport Klima Navi Einparkhilfe
11874,audi,Audi A5,grey,05/2016,2016,24900,140,190,Manual,Diesel,"5,1 l/100 km",- (g/km),46000.0,A5 Cabrio 2.0 TDI DPF (clean diesel) quattro
2725,audi,Audi A3,black,03/2005,2005,2690,103,140,Manual,Diesel,"5,6 l/100 km",148 g/km,253000.0,2.0 TDI S line Sportpaket plus Navi*Xenon*Bose
2164,audi,Audi A6,grey,10/2003,2003,2399,120,163,Automatic,Diesel,"7,1 l/100 km",192 g/km,440000.0,Avant 2.5 TDI AUTOM°KLIMA°AHK°XENON°TÜV 06/24
11593,audi,Audi A7,grey,09/2016,2016,40499,240,326,Automatic,Diesel,"6,1 l/100 km",162 g/km,98000.0,3.0 TDI competition quattro Sportback (4GF)
11444,audi,Audi A4,blue,06/2016,2016,26900,140,190,Automatic,Diesel,"4,2 l/100 km",109 g/km,83500.0,Avant 2.0 TDI S tronic sport
43922,citroen,Citroen C3 Picasso,black,06/2011,2011,5777,82,111,Manual,Diesel,5 l/100 km,133 g/km,161850.0,Carlsson *TÜV-NEU*
62760,ford,Ford Focus,grey,10/2015,2015,11850,88,120,Automatic,Diesel,"3,8 l/100 km",99 g/km,89000.0,"1,5 TDCi Automatik Turnier *1.Hand* *TOP*"
59744,ford,Ford Fiesta,black,05/2010,2010,6000,66,90,Manual,Diesel,"4,2 l/100 km",- (g/km),199200.0,1.6 TDCI - Luxusausstattung - Sport
94163,land-rover,Land Rover Range Rover Sport,grey,01/2015,2015,25500,190,258,Automatic,Diesel,"6,9 l/100 km",182 g/km,287000.0,TDV6 S
41551,bmw,BMW X3,grey,05/2021,2021,45320,210,286,Automatic,Diesel,"5,2 l/100 km",137 g/km,70638.0,xDrive30d M Sport //AHK/ACC/Leder/Head Up/ Standhe
89485,kia,Kia Stonic,red,08/2018,2018,14850,73,99,Manual,Petrol,"5,7 l/100 km",131 g/km,60400.0,1.4 Edition 7 (EURO 6d-TEMP)
60962,ford,Ford Focus,brown,12/2013,2013,8990,92,125,Manual,Petrol,"5,1 l/100 km",121 g/km,122152.0,Turnier Titanium
78826,hyundai,Hyundai i30,black,10/2016,2016,10990,81,110,Manual,Diesel,"3,9 l/100 km",102 g/km,150000.0,"cw 1.6 CRDi Passion blue, Navi, SHZ, Kamera"
10632,audi,Audi A6,black,03/2015,2015,20400,160,218,Automatic,Diesel,"5,3 l/100 km",138 g/km,239000.0,Avant 3.0 TDI quattro*S LINE*NEU MOTOR *20 ZO
46207,citroen,Citroen C3,white,07/2020,2020,12799,75,102,Manual,Diesel,"3,2 l/100 km",86 g/km,71394.0,Feel Klima Navi Tempomat
78143,hyundai,Hyundai iX35,white,12/2014,2014,14745,135,184,Manual,Diesel,"5,9 l/100 km",155 g/km,136143.0,2.0 CRDi 4WD Style
31559,bmw,BMW X1,black,06/2013,2013,15990,105,143,Automatic,Diesel,"4,9 l/100 km",130 g/km,95690.0,Baureihe 3 Touring 320d
72818,ford,Ford Mustang,grey,07/2021,2021,33933,231,314,Automatic,Petrol,,204 g/km,33421.0,2.3 EcoBoost Shelby GT 500 look*Aut.
25352,bmw,BMW 535,silver,01/2005,2005,6000,200,272,Automatic,Diesel,8 l/100 km,1 g/km,380000.0,535d
84028,hyundai,Hyundai TUCSON,white,06/2023,2023,36490,110,150,Automatic,Hybrid,"6,3 l/100 km",143 g/km,8.0,1.6 T-48V 110kW-7DCT-N Line-LED-NAVI-SH
5375,audi,Audi A4 allroad,brown,03/2011,2011,12999,176,239,Automatic,Diesel,"7,1 l/100 km",189 g/km,199020.0,"3.0 TDI quattro, Navi, Panor.,Automat"
785,alfa-romeo,Alfa Romeo Stelvio,red,05/2019,2019,37500,140,190,Automatic,Diesel,"6,1 l/100 km",160 g/km,55000.0,B-Tech Q4 (630)
66511,ford,Ford Ranger,white,11/2017,2017,36988,147,200,Automatic,Diesel,"8,8 l/100 km",231 g/km,39650.0,3.2 TDCi 200 Aut 4x4 Wildtrak Nav AHK PDC
63476,ford,Ford Focus,blue,10/2016,2016,11699,88,120,Manual,Diesel,"3,8 l/100 km",99 g/km,99500.0,Titanium Lim. (CEW)
81934,hyundai,Hyundai TUCSON,blue,08/2021,2021,29999,110,150,Automatic,Petrol,,- (g/km),14000.0,2WD Trend Plus Aut. LED~ACC~KAMERA~NAVI
11223,audi,Audi A3,blue,11/2016,2016,17990,110,150,Manual,Diesel,"4,4 l/100 km",110 g/km,116250.0,2.0 TDI Limousine Sport LED NAVI Sitzh. Tempo
66358,ford,Ford Kuga,silver,12/2017,2017,20900,132,179,Automatic,Diesel,"5,2 l/100 km",134 g/km,78000.0,2.0 TDCi 4x4 Aut. Titanium Navi AHK PDC
72109,ford,Ford Transit Custom,white,01/2020,2020,33890,96,131,Manual,Diesel,,- (g/km),83600.0,320 L1H1 VA Trend 9-Sitze+2xKlima+PDC
9237,audi,Audi A6,black,10/2014,2014,22999,230,313,Automatic,Diesel,"6,4 l/100 km",170 g/km,166200.0,Avant 3.0 TDI quattro / 3x S-Line Xenon Navi
66677,ford,Ford Mustang,blue,03/2018,2018,74950,392,533,Manual,Petrol,,- (g/km),7500.0,GT350
5034,audi,Audi A3,black,06/2010,2010,9499,92,125,Manual,Petrol,"5,6 l/100 km",- (g/km),118000.0,1.4 TFSI Sportback Ambition
81404,hyundai,Hyundai i30,white,10/2019,2019,15740,73,99,Manual,Petrol,"6,2 l/100 km",180 g/km,22238.0,Kombi 1.4 Select Klima Tempomat
37183,bmw,BMW 420,white,11/2017,2017,26790,135,184,Automatic,Petrol,"5,5 l/100 km",127 g/km,130596.0,i Gran Coupe M-Sport Sport-Aut. LED HUD Navi-Prof.
95609,land-rover,Land Rover Discovery,black,05/2019,2019,46899,225,306,Automatic,Diesel,"7,6 l/100 km",201 g/km,87393.0,SD6 HSE *Parkpaket *Schiebedach
76380,ford,Ford Transit Custom,orange,05/2023,2023,50088,125,170,Automatic,Diesel,"6,7 l/100 km",174 g/km,10.0,2.0 TDCi 320 Sport L2 Nav SHZ 17Z
4406,audi,Audi A5,black,03/2009,2009,11990,132,179,Automatic,Petrol,,- (g/km),193000.0,Coupe  Klima+Navi+Pdc+Sitzheiz.
53738,fiat,Fiat 500L,black,11/2016,2016,13290,88,120,Manual,Petrol,"6,9 l/100 km",164 g/km,63059.0,"Trekking 1,4 T-Jet"
8467,audi,Audi A5,brown,04/2014,2014,21990,165,224,Automatic,Petrol,"6,9 l/100 km",164 g/km,116533.0,"Cabriolet quattro,  Navi, Xenon, Audi-Scheckheft"
7621,audi,Audi TT RS,grey,08/2013,2013,46500,265,360,Automatic,Petrol,"8,6 l/100 km",199 g/km,54500.0,plus Roadster S tronic
41791,bmw,BMW M2,black,02/2021,2021,51950,302,411,Automatic,Petrol,,- (g/km),36764.0,Coupe Competition/LED/KAMERA/WIFI/HK/SHZ/R19
48394,dacia,Dacia Duster,grey,11/2017,2017,13799,80,109,Automatic,Diesel,"4,5 l/100 km",116 g/km,79781.0,dCi 110 Prestige EDC 4x2 Automatik
19365,audi,Audi A6,silver,04/2020,2020,35960,210,286,Automatic,Diesel,"7,2 l/100 km",187 g/km,124950.0,sport 50 TDI quat tiptr LED Navi Virtua
84248,infiniti,Infiniti Q30,blue,05/2017,2017,17990,90,122,Manual,Petrol,,0 g/km,47000.0,3.7 AWD Aut. S
5859,audi,Audi A6,black,09/2011,2011,17200,180,245,Automatic,Diesel,"5,9 l/100 km",156 g/km,177000.0,3.0 TDI quattro Avant (4G5)
10926,audi,Audi A6,silver,06/2015,2015,22999,160,218,Automatic,Diesel,"4,5 l/100 km",- (g/km),200100.0,Avant 3.0 TDI S tronic
24394,bmw,BMW Z4,blue,12/2003,2003,13999,141,192,Automatic,Petrol,"8,9 l/100 km",216 g/km,90000.0,i / LEDER / XENON / S-DACH / NAVI/ SCHECKHEFT
99126,mazda,Mazda CX-3,grey,04/2018,2018,20950,110,150,Automatic,Petrol,"6,3 l/100 km",- (g/km),37000.0,SKYACTIV-G 150 SKYACTIV-Drive AWD Sports-Line
31603,bmw,BMW 118,black,06/2013,2013,11500,125,170,Manual,Petrol,"5,7 l/100 km",- (g/km),194000.0,i *Tempomat *Navi *Klima-Aut.
79734,hyundai,Hyundai i30,blue,09/2018,2018,24700,202,275,Manual,Petrol,"7,1 l/100 km",163 g/km,106328.0,N Performance (PD)
28420,bmw,BMW 520,black,12/2010,2010,8450,135,184,Manual,Diesel,"4,9 l/100 km",130 g/km,235000.0,Touring 520d**LEDER*XENON*NAVI**
15612,audi,Audi A1,black,02/2018,2018,15390,70,95,Manual,Petrol,"4,4 l/100 km",102 g/km,77100.0,Sportback Top Ausstattung
33598,bmw,BMW 320,black,09/2015,2015,12800,140,190,Automatic,Diesel,"4,5 l/100 km",119 g/km,220254.0,dT xDrive Aut. *LED*ACC*ASSIST*CAS*
47359,citroen,Citroen C3,beige,05/2023,2023,20895,81,110,Manual,Petrol,"5,6 l/100 km",126 g/km,100.0,Pure Tech 110 S&S C-SERIES
53103,fiat,Fiat Panda,white,04/2011,2011,4990,51,69,Manual,Petrol,"4,9 l/100 km",113 g/km,48500.0,Maxi L5H2 DPF 251.CG8.0
80531,hyundai,Hyundai KONA,blue,12/2019,2019,13690,85,116,Manual,Diesel,"4,3 l/100 km",113 g/km,133000.0,Trend 2WD LED/KAMERA/KLIMAAUTO/SHZ/GARANTIE
59183,ford,Ford Fiesta,blue,03/2009,2009,4999,60,82,Manual,Petrol,"5,7 l/100 km",135 g/km,153000.0,Titanium *Klimaautomatik*BluetoothTelefon
1080,alfa-romeo,Alfa Romeo Giulia,grey,06/2022,2022,43249,154,209,Automatic,Diesel,"5,5 l/100 km",145 g/km,17800.0,VELOCE 2.2 Diesel HARMAN/KARDON Assistenz
17663,audi,Audi TT,black,12/2019,2019,38900,180,245,Automatic,Petrol,7 l/100 km,161 g/km,25025.0,Coupe 45 TFSI QUATTRO*S-TRONIC*VIRTUAL
62747,ford,Ford Focus,grey,05/2015,2015,19290,184,250,Manual,Petrol,"6,8 l/100 km",158 g/km,75750.0,Turnier ST 2.0 KLIMA SYNC PDC SHZ NAVI
63038,ford,Ford Focus,black,04/2015,2015,6500,88,120,Manual,Diesel,"3,8 l/100 km",98 g/km,210000.0,Focus Turnier 1.5 TDCi DPF Start-Stopp-System Busi
20613,audi,Audi A6,blue,10/2022,2022,67111,210,286,Automatic,Diesel,7 l/100 km,182 g/km,14762.0,Avant 50 quattro S LINE BLACKPAK AHK LM19 LED
58290,ford,Ford Mondeo,blue,05/2006,2006,1300,107,145,Manual,Petrol,"7,8 l/100 km",185 g/km,317900.0,Turnier Titanium X*8Fach bereift*Standhei
56581,fiat,Fiat 500X,silver,03/2022,2022,27990,110,150,Automatic,Petrol,"5,9 l/100 km",135 g/km,7500.0,DOLCEVITA SPORT 1.3 Turbo Benzin DCT
50353,dacia,Dacia Sandero,orange,06/2022,2022,16888,67,91,Manual,Petrol,5 l/100 km,113 g/km,1335.0,"Comfort 1,0 TCe 90 inkl. 5 Jahre Service"
23872,bmw,BMW 320,silver,11/2000,2000,3999,100,136,Manual,Diesel,"5,9 l/100 km",156 g/km,254000.0,d touring / Klimaautomatik / Alus / Euro 3
51545,dodge,Dodge RAM,black,04/2019,2019,49900,295,401,Automatic,Petrol,,0 g/km,130210.0,1500 Laramie Crew Cab 4x4 Luftf. Leder LPG
435,alfa-romeo,Alfa Romeo MiTo,red,01/2012,2012,3999,62,84,Manual,Diesel,"3,5 l/100 km",90 g/km,118000.0,"1.3 JTDM 16V Eco,Klima,Qv-Line, LM, euro 5"
76886,honda,Honda Civic,black,10/2019,2019,18869,134,182,Manual,Petrol,"5,8 l/100 km",133 g/km,46500.0,1.5 Sport Plus Lim. 5-trg. (FK)
46735,citroen,Citroen Berlingo,white,12/2021,2021,21990,75,102,Manual,Diesel,,- (g/km),13063.0,1.5 BlueHDi 100 M EHZ Club
73493,ford,Ford Puma,silver,08/2021,2021,22999,92,125,Manual,Petrol,"4,3 l/100 km",97 g/km,17490.0,1.0 EcoBoost Hybrid ST-LINE X
21581,audi,Audi e-tron,white,05/2022,2022,145485,300,408,Automatic,Electric,,369 km Reichweite,8050.0,55 Q S line Luft Technology Sel
43822,citroen,Citroen C1,blue,07/2010,2010,5290,50,68,Manual,Petrol,"4,5 l/100 km",106 g/km,103212.0,1.0 Sport Edition Klima Alu USB
90389,kia,Kia Sportage,black,12/2019,2019,25988,130,177,Automatic,Petrol,"7,4 l/100 km",170 g/km,18500.0,1.6 T-GDI 177 Aut. 4WD Vision Nav 4xSHZ
10422,audi,Audi A6,black,03/2015,2015,23750,185,252,Automatic,Petrol,6 l/100 km,142 g/km,121240.0,Avant 2.0 TFSI-Pano-Navi-Alcantara-Temp
59259,ford,Ford Fiesta,grey,02/2009,2009,7950,71,97,Automatic,Petrol,"6,5 l/100 km",154 g/km,106562.0,Trend Automatik Klimaanlage HU neu
17424,audi,Audi A3,red,10/2019,2019,20950,85,116,Manual,Diesel,"4,2 l/100 km",109 g/km,76000.0,1.6 TDI sport*S-LINE*VIRTUAL*LED*NAVI*ACC*AHK
70363,ford,Ford Galaxy,silver,01/2019,2019,26490,121,165,Manual,Petrol,"7,5 l/100 km",172 g/km,58200.0,"Titanium 1,5 EcoBoost NAVI, CAM, LED, el. H-Klappe"
7520,audi,Audi Q3,grey,06/2013,2013,19490,155,211,Automatic,Petrol,"7,7 l/100 km",182 g/km,102022.0,2.0TFSI quattro S line Pano/Leder/Bose/Allrad/SHZ
18931,audi,Audi A4,grey,10/2020,2020,25870,120,163,Automatic,Diesel Hybrid,,- (g/km),85768.0,2.0 TDI S tronic
23388,bentley,Bentley Continental GT,green,02/2023,2023,285450,405,551,Automatic,Petrol,"11,3 l/100 km",263 g/km,4000.0,V8 #On STOCK #
78596,hyundai,Hyundai iX20,beige,08/2016,2016,15990,92,125,Automatic,Petrol,"6,5 l/100 km",150 g/km,35900.0,1.6 Style Automatik
85350,jaguar,Jaguar E-Pace,red,01/2020,2020,34550,177,241,Automatic,Diesel,"6,6 l/100 km",175 g/km,39990.0,D240 R-Dynamic HSE HEAD-UP MATRIX-LED 20
71791,ford,Ford Kuga,silver,07/2020,2020,33990,165,224,Automatic,Hybrid,,56 km Reichweite,29000.0,2.5 Duratec PHEV ST-LINE X
89837,kia,Kia Stonic,white,08/2018,2018,18990,88,120,Manual,Petrol,"5,5 l/100 km",0 g/km,44331.0,1.0 T-GDI Spirit AAC SHZ Android/Auto Apple
38658,bmw,BMW 540,blue,11/2019,2019,36995,235,320,Automatic,Diesel,"5,9 l/100 km",156 g/km,36785.0,d xD Kamera DispKey HUD Panorama HiFi M Sport
99768,mazda,Mazda,grey,01/2019,2019,26985,135,184,Automatic,Diesel,"5,1 l/100 km",134 g/km,51813.0,"M6 Kombi AT Sports-Line,Plus-P."
85447,jaguar,Jaguar F-Pace,black,01/2020,2020,47490,221,300,Automatic,Diesel,"6,3 l/100 km",166 g/km,71710.0,R-Sport AWD 30d EU6d-T Navi Soundsystem Meridian L
5335,audi,Audi A1,blue,03/2011,2011,7980,63,86,Manual,Petrol,"5,1 l/100 km",118 g/km,148400.0,"1.2 TFSI Navi, Bluetooth, Musikstreaming, USB"
37038,bmw,BMW 318,white,02/2017,2017,17999,100,136,Manual,Petrol,"5,1 l/100 km",121 g/km,69000.0,i Lim. Advantage LED~TEMPOMAT~SHZ~PDC~
70317,ford,Ford Mondeo,silver,02/2019,2019,14042,110,150,Automatic,Diesel,"5,1 l/100 km",134 g/km,140970.0,Turnier Business Edition
57615,fiat,Fiat 500,orange,05/2023,2023,18990,51,69,Manual,Hybrid,"4,6 l/100 km",105 g/km,99.0,DolceVita 1.0 GSE Hybrid Car Play
6985,audi,Audi A3,black,02/2012,2012,13900,92,125,Automatic,Petrol,"5,9 l/100 km",138 g/km,83900.0,Sportback AMBI*S-TRONIC*AHK*XENON-PLUS*SHZG*
92917,kia,Kia Picanto,red,01/2023,2023,14990,62,84,Manual,Petrol,"5,2 l/100 km",117 g/km,5000.0,1.2 DPI MT Edition 7
16072,audi,Audi Q5,silver,08/2018,2018,35490,185,252,Automatic,Petrol,7 l/100 km,159 g/km,55599.0,2.0 TFSI S-tronic Quattro S-Line Sport AHK BT Navi
84638,jaguar,Jaguar XE,black,10/2017,2017,20900,132,179,Automatic,Diesel,"4,2 l/100 km",109 g/km,72000.0,Portfolio / ACC / Spurh. / EGSD
34342,bmw,BMW 225,blue,05/2016,2016,28500,165,224,Automatic,Diesel,"4,9 l/100 km",- (g/km),113000.0,225d Cabrio Sport-Aut. Luxury Line
1533,aston-martin,Aston Martin,silver,04/2013,2013,159888,380,517,Automatic,Petrol,"16,4 l/100 km",388 g/km,55000.0,V12 Vantage Roadster
51848,dodge,Dodge RAM,black,11/2022,2022,95945,295,401,Automatic,LPG,"14,7 l/100 km",325 g/km,10.0,1500 LIMITED LPG/Luftfed./RamBox/BedUtility
6762,audi,Audi TT,black,09/2012,2012,17999,118,160,Manual,Petrol,"6,4 l/100 km",152 g/km,99987.0,1.8 TFSI Coupe S Line Sportpaket Navi
44663,citroen,Citroen Berlingo,white,03/2016,2016,8490,73,99,Automatic,Diesel,,- (g/km),106000.0,"Kasten 1,6,"
17065,audi,Audi A4,grey,02/2019,2019,28900,140,190,Automatic,Petrol,,- (g/km),61246.0,QUATTRO PRESTIGE*MATRIX*LED*360*NAVI*B&O*PANO
53680,fiat,Fiat Panda,red,01/2016,2016,11400,63,86,Automatic,Petrol,"4,1 l/100 km",132 g/km,47990.0,0.9 TwinAir Automatik Klima PDC HiFi
21814,audi,Audi A3,blue,05/2023,2023,37118,110,150,Manual,Petrol,"5,5 l/100 km",124 g/km,1200.0,"Sportback Advanced 35 TFSI, Matrix LED,"
50410,dacia,Dacia Jogger,brown,06/2023,2023,22880,81,110,Manual,Petrol,"5,7 l/100 km",130 g/km,10.0,Jogger Extreme 7-SITZER+NAVI+LED+SHZ+LM+KAMERA+PDC
15929,audi,Audi A3,silver,05/2018,2018,24420,150,204,Automatic,Hybrid,,- (g/km),17400.0,"SB e-tron S LINE VIRTUAL,KEYLESS,MASSAGE,AHK"
63401,ford,Ford Transit Custom,white,04/2015,2015,14900,92,125,Manual,Diesel,"7,3 l/100 km",192 g/km,157000.0,Kasten 330 L2  Trend
30248,bmw,BMW 118,black,02/2012,2012,10400,125,170,Manual,Petrol,"5,9 l/100 km",- (g/km),155000.0,118i M Sportpaket
